geo_id,scenario_id,regime,season,weeks,mean_spread,mean_dollars_per_1000_loads
PADD5,S4,PLATEAU,HEATING,558,0.019784348864994004,9892.174432497013
PADD5,S4,PLATEAU,NON_HEATING,573,0.0004476439790575953,223.8219895287975
PADD5,S4,RISING,HEATING,35,-0.004147619047619009,-2073.8095238095048
PADD5,S4,RISING,NON_HEATING,41,-0.027085365853658536,-13542.682926829266
PADD5,S4,UNCLASSIFIED,HEATING,4,0.019958333333333328,9979.166666666664
PADD5,S5,FALLING,HEATING,40,0.08113333333333335,40566.66666666666
PADD5,S5,FALLING,NON_HEATING,36,0.07156481481481483,35782.4074074074
PADD5,S5,PLATEAU,HEATING,558,-0.001744324970131415,-872.1624850657073
PADD5,S5,PLATEAU,NON_HEATING,564,0.0022358156028368763,1117.9078014184397
PADD5,S5,RISING,HEATING,35,-0.07415714285714284,-37078.57142857141
PADD5,S5,RISING,NON_HEATING,41,-0.08171951219512198,-40859.756097560996
PADD5,S5,UNCLASSIFIED,HEATING,4,-4.166666666668983e-05,-20.833333333344914
PADD5,S6,FALLING,HEATING,40,0.10113333333333333,50566.66666666667
PADD5,S6,FALLING,NON_HEATING,36,0.07156481481481483,35782.4074074074
PADD5,S6,PLATEAU,HEATING,558,0.018255675029868572,9127.837514934296
PADD5,S6,PLATEAU,NON_HEATING,564,0.0022358156028368767,1117.9078014184388
PADD5,S6,RISING,HEATING,35,-0.05415714285714283,-27078.571428571402
PADD5,S6,RISING,NON_HEATING,41,-0.081719512195122,-40859.75609756099
PADD5,S6,UNCLASSIFIED,HEATING,4,0.019958333333333328,9979.166666666664
PADD5XCA,S1,FALLING,HEATING,40,0.0,0.0
PADD5XCA,S1,FALLING,NON_HEATING,36,0.0,0.0
PADD5XCA,S1,PLATEAU,HEATING,558,0.0,0.0
PADD5XCA,S1,PLATEAU,NON_HEATING,575,0.0,0.0
PADD5XCA,S1,RISING,HEATING,35,0.0,0.0
PADD5XCA,S1,RISING,NON_HEATING,41,0.0,0.0
PADD5XCA,S1,UNCLASSIFIED,HEATING,4,0.0,0.0
PADD5XCA,S2,FALLING,HEATING,40,0.020000000000000018,10000.000000000004
PADD5XCA,S2,FALLING,NON_HEATING,36,0.0,0.0
PADD5XCA,S2,PLATEAU,HEATING,558,0.019999999999999733,10000.000000000002
PADD5XCA,S2,PLATEAU,NON_HEATING,575,0.0,0.0
PADD5XCA,S2,RISING,HEATING,35,0.020000000000000018,10000.000000000004
PADD5XCA,S2,RISING,NON_HEATING,41,0.0,0.0
PADD5XCA,S2,UNCLASSIFIED,HEATING,4,0.020000000000000018,10000.00000000001
PADD5XCA,S3,FALLING,HEATING,40,0.0252875,12643.750000000002
PADD5XCA,S3,FALLING,NON_HEATING,36,0.02129166666666667,10645.833333333338
PADD5XCA,S3,PLATEAU,HEATING,558,-0.00020997610513739332,-104.98805256869663
PADD5XCA,S3,PLATEAU,NON_HEATING,573,0.0004304828388598016,215.24141942990084
PADD5XCA,S3,RISING,HEATING,35,-0.023266666666666668,-11633.333333333332
PADD5XCA,S3,RISING,NON_HEATING,41,-0.026130081300813006,-13065.040650406507
PADD5XCA,S3,UNCLASSIFIED,HEATING,4,-4.1666666666675956e-05,-20.833333333337976
PADD5XCA,S4,FALLING,HEATING,40,0.04528750000000002,22643.75
PADD5XCA,S4,FALLING,NON_HEATING,36,0.021291666666666667,10645.833333333338
PADD5XCA,S4,PLATEAU,HEATING,558,0.019790023894862573,9895.011947431307
PADD5XCA,S4,PLATEAU,NON_HEATING,573,0.0004304828388598016,215.24141942990084
PADD5XCA,S4,RISING,HEATING,35,-0.0032666666666666525,-1633.3333333333267
PADD5XCA,S4,RISING,NON_HEATING,41,-0.026130081300813013,-13065.040650406507
PADD5XCA,S4,UNCLASSIFIED,HEATING,4,0.019958333333333342,9979.166666666672
PADD5XCA,S5,FALLING,HEATING,40,0.07817916666666666,39089.58333333333
PADD5XCA,S5,FALLING,NON_HEATING,36,0.06898148148148148,34490.740740740745
PADD5XCA,S5,PLATEAU,HEATING,558,-0.001686379928315413,-843.1899641577069
PADD5XCA,S5,PLATEAU,NON_HEATING,564,0.0021459810874704384,1072.99054373522
PADD5XCA,S5,RISING,HEATING,35,-0.0714952380952381,-35747.61904761905
PADD5XCA,S5,RISING,NON_HEATING,41,-0.07876829268292686,-39384.14634146341
PADD5XCA,S5,UNCLASSIFIED,HEATING,4,-4.1666666666675956e-05,-20.833333333337976
PADD5XCA,S6,FALLING,HEATING,40,0.09817916666666669,49089.583333333336
PADD5XCA,S6,FALLING,NON_HEATING,36,0.06898148148148149,34490.740740740745
PADD5XCA,S6,PLATEAU,HEATING,558,0.018313620071684546,9156.810035842296
PADD5XCA,S6,PLATEAU,NON_HEATING,564,0.002145981087470439,1072.9905437352197
PADD5XCA,S6,RISING,HEATING,35,-0.05149523809523807,-25747.619047619035
PADD5XCA,S6,RISING,NON_HEATING,41,-0.07876829268292686,-39384.14634146341
PADD5XCA,S6,UNCLASSIFIED,HEATING,4,0.019958333333333342,9979.166666666672
US,S1,FALLING,HEATING,40,0.0,0.0
US,S1,FALLING,NON_HEATING,37,0.0,0.0
US,S1,PLATEAU,HEATING,557,0.0,0.0
US,S1,PLATEAU,NON_HEATING,574,0.0,0.0
US,S1,RISING,HEATING,36,0.0,0.0
US,S1,RISING,NON_HEATING,41,0.0,0.0
US,S1,UNCLASSIFIED,HEATING,4,0.0,0.0
US,S2,FALLING,HEATING,40,0.02000000000000001,10000.000000000004
US,S2,FALLING,NON_HEATING,37,0.0,0.0
US,S2,PLATEAU,HEATING,557,0.019999999999999733,10000.0
US,S2,PLATEAU,NON_HEATING,574,0.0,0.0
US,S2,RISING,HEATING,36,0.020000000000000018,10000.000000000004
US,S2,RISING,NON_HEATING,41,0.0,0.0
US,S2,UNCLASSIFIED,HEATING,4,0.020000000000000018,10000.00000000001
US,S3,FALLING,HEATING,40,0.023725000000000007,11862.500000000005
US,S3,FALLING,NON_HEATING,37,0.020612612612612588,10306.306306306296
US,S3,PLATEAU,HEATING,557,-0.00034709754637941533,-173.54877318970767
US,S3,PLATEAU,NON_HEATING,572,0.0005189393939393933,259.46969696969694
US,S3,RISING,HEATING,36,-0.022060185185185193,-11030.092592592599
US,S3,RISING,NON_HEATING,41,-0.02428861788617886,-12144.308943089429
US,S3,UNCLASSIFIED,HEATING,4,4.166666666666208e-05,20.83333333333104
US,S4,FALLING,HEATING,40,0.04372500000000003,21862.500000000007
US,S4,FALLING,NON_HEATING,37,0.020612612612612588,10306.306306306295
US,S4,PLATEAU,HEATING,557,0.019652902453620513,9826.451226810294
US,S4,PLATEAU,NON_HEATING,572,0.0005189393939393933,259.46969696969694
US,S4,RISING,HEATING,36,-0.0020601851851851758,-1030.0925925925878
US,S4,RISING,NON_HEATING,41,-0.02428861788617886,-12144.30894308943
US,S4,UNCLASSIFIED,HEATING,4,0.02004166666666668,10020.83333333334
US,S5,FALLING,HEATING,40,0.07266666666666662,36333.33333333333
US,S5,FALLING,NON_HEATING,37,0.062081081081081034,31040.54054054052
US,S5,PLATEAU,HEATING,557,-0.0025119688809096406,-1255.9844404548205
US,S5,PLATEAU,NON_HEATING,563,0.003190349319123742,1595.1746595618713
US,S5,RISING,HEATING,36,-0.06787037037037039,-33935.1851851852
US,S5,RISING,NON_HEATING,41,-0.07280081300813007,-36400.40650406504
US,S5,UNCLASSIFIED,HEATING,4,4.166666666666208e-05,20.83333333333104
US,S6,FALLING,HEATING,40,0.09266666666666666,46333.33333333333
US,S6,FALLING,NON_HEATING,37,0.06208108108108105,31040.540540540514
US,S6,PLATEAU,HEATING,557,0.017488031119090336,8744.015559545176
US,S6,PLATEAU,NON_HEATING,563,0.0031903493191237416,1595.174659561871
US,S6,RISING,HEATING,36,-0.047870370370370355,-23935.185185185182
US,S6,RISING,NON_HEATING,41,-0.07280081300813009,-36400.40650406503
US,S6,UNCLASSIFIED,HEATING,4,0.02004166666666668,10020.83333333334
